"d1_1","d1_2","d1_3","d1_4","D2_rideshare","D2_metro_LADOT","D2_navigation","d3_1","d3_2","d3_3","D4","D5","D6","D7","d8_1","d8_2","d8_3","d8_4","vector_representation","Arch_ID","Stratum"
0,0,1,0,1,2,3,1,0,0,1,0,0,2,1,1,0,1,"D1=[0,0,1,0]; D2=[1,2,3]; D3=[1,0,0]; D4=1; D5=0; D6=0; D7=2; D8=[1,1,0,1]",969,"D5=0_D6=0"
0,1,1,1,1,3,2,1,0,1,3,1,1,1,0,1,1,0,"D1=[0,1,1,1]; D2=[1,3,2]; D3=[1,0,1]; D4=3; D5=1; D6=1; D7=1; D8=[0,1,1,0]",970,"D5=1_D6=1"
0,0,1,1,3,3,1,1,1,1,2,1,1,2,0,1,1,0,"D1=[0,0,1,1]; D2=[3,3,1]; D3=[1,1,1]; D4=2; D5=1; D6=1; D7=2; D8=[0,1,1,0]",971,"D5=1_D6=1"
0,0,0,1,1,2,1,0,0,1,5,1,1,2,1,1,0,1,"D1=[0,0,0,1]; D2=[1,2,1]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[1,1,0,1]",972,"D5=1_D6=1"
1,1,1,0,3,3,2,1,1,1,5,0,0,2,0,1,0,0,"D1=[1,1,1,0]; D2=[3,3,2]; D3=[1,1,1]; D4=5; D5=0; D6=0; D7=2; D8=[0,1,0,0]",973,"D5=0_D6=0"
1,0,1,0,1,2,2,1,1,0,3,0,0,2,1,1,0,0,"D1=[1,0,1,0]; D2=[1,2,2]; D3=[1,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[1,1,0,0]",974,"D5=0_D6=0"
1,1,0,0,2,2,2,0,0,1,1,0,1,2,1,0,1,0,"D1=[1,1,0,0]; D2=[2,2,2]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=2; D8=[1,0,1,0]",975,"D5=0_D6=1"
0,1,0,0,2,1,2,1,1,0,3,0,0,2,0,0,1,0,"D1=[0,1,0,0]; D2=[2,1,2]; D3=[1,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[0,0,1,0]",976,"D5=0_D6=0"
1,0,1,1,1,3,1,0,1,1,2,0,0,3,1,1,1,1,"D1=[1,0,1,1]; D2=[1,3,1]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,1,1,1]",977,"D5=0_D6=0"
1,0,1,0,3,2,2,0,1,0,3,0,0,2,0,0,1,0,"D1=[1,0,1,0]; D2=[3,2,2]; D3=[0,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[0,0,1,0]",978,"D5=0_D6=0"
1,0,1,0,3,1,1,1,0,0,2,0,1,1,1,1,1,0,"D1=[1,0,1,0]; D2=[3,1,1]; D3=[1,0,0]; D4=2; D5=0; D6=1; D7=1; D8=[1,1,1,0]",979,"D5=0_D6=1"
1,0,0,0,2,3,1,0,1,0,3,0,1,2,0,1,1,1,"D1=[1,0,0,0]; D2=[2,3,1]; D3=[0,1,0]; D4=3; D5=0; D6=1; D7=2; D8=[0,1,1,1]",980,"D5=0_D6=1"
0,1,0,0,1,1,3,0,1,1,4,0,0,3,0,1,1,1,"D1=[0,1,0,0]; D2=[1,1,3]; D3=[0,1,1]; D4=4; D5=0; D6=0; D7=3; D8=[0,1,1,1]",981,"D5=0_D6=0"
0,1,0,1,2,1,1,0,1,1,4,0,1,1,0,0,1,1,"D1=[0,1,0,1]; D2=[2,1,1]; D3=[0,1,1]; D4=4; D5=0; D6=1; D7=1; D8=[0,0,1,1]",982,"D5=0_D6=1"
1,0,0,0,3,1,3,1,1,1,1,0,0,3,0,1,1,1,"D1=[1,0,0,0]; D2=[3,1,3]; D3=[1,1,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,1]",983,"D5=0_D6=0"
0,1,1,0,2,3,3,1,1,1,4,0,1,1,1,0,1,1,"D1=[0,1,1,0]; D2=[2,3,3]; D3=[1,1,1]; D4=4; D5=0; D6=1; D7=1; D8=[1,0,1,1]",984,"D5=0_D6=1"
0,1,0,1,3,3,1,1,1,1,5,0,1,2,1,1,0,1,"D1=[0,1,0,1]; D2=[3,3,1]; D3=[1,1,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,1,0,1]",985,"D5=0_D6=1"
1,0,1,1,3,1,1,0,0,1,5,0,1,3,1,0,1,0,"D1=[1,0,1,1]; D2=[3,1,1]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=3; D8=[1,0,1,0]",986,"D5=0_D6=1"
0,0,1,0,2,2,1,1,1,0,1,0,0,2,0,1,0,1,"D1=[0,0,1,0]; D2=[2,2,1]; D3=[1,1,0]; D4=1; D5=0; D6=0; D7=2; D8=[0,1,0,1]",987,"D5=0_D6=0"
0,1,0,1,1,3,3,1,1,1,4,0,1,1,0,1,1,0,"D1=[0,1,0,1]; D2=[1,3,3]; D3=[1,1,1]; D4=4; D5=0; D6=1; D7=1; D8=[0,1,1,0]",988,"D5=0_D6=1"
1,1,0,0,2,3,1,1,0,0,3,1,1,1,1,0,1,1,"D1=[1,1,0,0]; D2=[2,3,1]; D3=[1,0,0]; D4=3; D5=1; D6=1; D7=1; D8=[1,0,1,1]",989,"D5=1_D6=1"
0,1,0,0,3,3,2,0,1,1,2,0,1,3,0,1,0,1,"D1=[0,1,0,0]; D2=[3,3,2]; D3=[0,1,1]; D4=2; D5=0; D6=1; D7=3; D8=[0,1,0,1]",990,"D5=0_D6=1"
0,1,1,1,3,3,2,0,0,1,4,0,0,2,0,1,1,1,"D1=[0,1,1,1]; D2=[3,3,2]; D3=[0,0,1]; D4=4; D5=0; D6=0; D7=2; D8=[0,1,1,1]",991,"D5=0_D6=0"
0,0,1,1,3,2,3,1,1,0,5,1,1,3,1,0,0,1,"D1=[0,0,1,1]; D2=[3,2,3]; D3=[1,1,0]; D4=5; D5=1; D6=1; D7=3; D8=[1,0,0,1]",992,"D5=1_D6=1"
1,1,1,0,2,2,2,0,0,1,3,0,1,3,1,1,0,0,"D1=[1,1,1,0]; D2=[2,2,2]; D3=[0,0,1]; D4=3; D5=0; D6=1; D7=3; D8=[1,1,0,0]",993,"D5=0_D6=1"
0,0,1,1,2,1,1,1,0,1,5,0,1,1,0,0,0,1,"D1=[0,0,1,1]; D2=[2,1,1]; D3=[1,0,1]; D4=5; D5=0; D6=1; D7=1; D8=[0,0,0,1]",994,"D5=0_D6=1"
1,0,0,1,3,1,3,0,1,1,1,1,1,3,0,1,0,1,"D1=[1,0,0,1]; D2=[3,1,3]; D3=[0,1,1]; D4=1; D5=1; D6=1; D7=3; D8=[0,1,0,1]",995,"D5=1_D6=1"
0,0,0,1,3,3,1,1,0,0,2,1,1,3,1,0,1,1,"D1=[0,0,0,1]; D2=[3,3,1]; D3=[1,0,0]; D4=2; D5=1; D6=1; D7=3; D8=[1,0,1,1]",996,"D5=1_D6=1"
1,1,1,0,1,1,1,1,0,1,5,1,1,3,0,1,0,0,"D1=[1,1,1,0]; D2=[1,1,1]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,1,0,0]",997,"D5=1_D6=1"
0,1,1,0,3,3,3,0,0,1,1,0,1,2,1,1,0,1,"D1=[0,1,1,0]; D2=[3,3,3]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=2; D8=[1,1,0,1]",998,"D5=0_D6=1"
1,0,0,0,1,1,1,0,0,1,3,1,1,2,1,1,1,1,"D1=[1,0,0,0]; D2=[1,1,1]; D3=[0,0,1]; D4=3; D5=1; D6=1; D7=2; D8=[1,1,1,1]",999,"D5=1_D6=1"
1,0,1,1,1,2,2,0,1,0,1,0,1,3,1,0,1,1,"D1=[1,0,1,1]; D2=[1,2,2]; D3=[0,1,0]; D4=1; D5=0; D6=1; D7=3; D8=[1,0,1,1]",1000,"D5=0_D6=1"
0,1,0,1,3,3,1,1,1,0,5,1,1,1,0,1,0,0,"D1=[0,1,0,1]; D2=[3,3,1]; D3=[1,1,0]; D4=5; D5=1; D6=1; D7=1; D8=[0,1,0,0]",1001,"D5=1_D6=1"
0,1,1,0,1,3,3,0,0,1,1,0,1,3,1,1,0,0,"D1=[0,1,1,0]; D2=[1,3,3]; D3=[0,0,1]; D4=1; D5=0; D6=1; D7=3; D8=[1,1,0,0]",1002,"D5=0_D6=1"
0,1,1,1,1,2,2,0,1,0,4,0,1,2,1,0,0,0,"D1=[0,1,1,1]; D2=[1,2,2]; D3=[0,1,0]; D4=4; D5=0; D6=1; D7=2; D8=[1,0,0,0]",1003,"D5=0_D6=1"
1,1,0,0,1,1,1,1,0,1,1,1,1,3,0,0,1,1,"D1=[1,1,0,0]; D2=[1,1,1]; D3=[1,0,1]; D4=1; D5=1; D6=1; D7=3; D8=[0,0,1,1]",1004,"D5=1_D6=1"
1,1,1,1,3,3,2,1,1,0,3,0,0,1,1,0,1,0,"D1=[1,1,1,1]; D2=[3,3,2]; D3=[1,1,0]; D4=3; D5=0; D6=0; D7=1; D8=[1,0,1,0]",1005,"D5=0_D6=0"
1,0,0,1,2,2,2,1,1,0,3,0,1,1,1,1,1,1,"D1=[1,0,0,1]; D2=[2,2,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=1; D8=[1,1,1,1]",1006,"D5=0_D6=1"
1,0,1,0,1,2,2,0,1,1,4,0,1,2,0,0,1,1,"D1=[1,0,1,0]; D2=[1,2,2]; D3=[0,1,1]; D4=4; D5=0; D6=1; D7=2; D8=[0,0,1,1]",1007,"D5=0_D6=1"
0,1,0,0,3,1,2,0,0,1,2,0,0,3,1,0,0,0,"D1=[0,1,0,0]; D2=[3,1,2]; D3=[0,0,1]; D4=2; D5=0; D6=0; D7=3; D8=[1,0,0,0]",1008,"D5=0_D6=0"
0,1,0,1,3,3,3,0,0,1,5,1,1,1,0,1,0,1,"D1=[0,1,0,1]; D2=[3,3,3]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=1; D8=[0,1,0,1]",1009,"D5=1_D6=1"
1,1,1,0,1,1,3,0,0,1,5,1,1,2,0,0,0,1,"D1=[1,1,1,0]; D2=[1,1,3]; D3=[0,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[0,0,0,1]",1010,"D5=1_D6=1"
0,1,1,1,3,1,3,0,1,0,1,0,0,3,0,1,1,0,"D1=[0,1,1,1]; D2=[3,1,3]; D3=[0,1,0]; D4=1; D5=0; D6=0; D7=3; D8=[0,1,1,0]",1011,"D5=0_D6=0"
0,1,1,1,1,2,2,0,0,1,5,0,0,3,0,1,1,1,"D1=[0,1,1,1]; D2=[1,2,2]; D3=[0,0,1]; D4=5; D5=0; D6=0; D7=3; D8=[0,1,1,1]",1012,"D5=0_D6=0"
1,0,0,1,1,2,2,0,1,1,5,0,0,3,1,0,1,1,"D1=[1,0,0,1]; D2=[1,2,2]; D3=[0,1,1]; D4=5; D5=0; D6=0; D7=3; D8=[1,0,1,1]",1013,"D5=0_D6=0"
0,0,0,1,3,3,2,1,0,1,3,0,1,3,1,1,0,0,"D1=[0,0,0,1]; D2=[3,3,2]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=3; D8=[1,1,0,0]",1014,"D5=0_D6=1"
0,0,0,1,2,1,2,1,1,0,3,0,1,2,0,1,0,0,"D1=[0,0,0,1]; D2=[2,1,2]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=2; D8=[0,1,0,0]",1015,"D5=0_D6=1"
0,0,0,1,1,2,3,0,1,0,3,0,0,2,0,0,0,1,"D1=[0,0,0,1]; D2=[1,2,3]; D3=[0,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[0,0,0,1]",1016,"D5=0_D6=0"
1,1,0,0,3,3,1,0,0,1,4,0,1,2,0,0,1,1,"D1=[1,1,0,0]; D2=[3,3,1]; D3=[0,0,1]; D4=4; D5=0; D6=1; D7=2; D8=[0,0,1,1]",1017,"D5=0_D6=1"
1,0,1,1,3,2,2,1,1,1,2,0,0,1,0,1,1,0,"D1=[1,0,1,1]; D2=[3,2,2]; D3=[1,1,1]; D4=2; D5=0; D6=0; D7=1; D8=[0,1,1,0]",1018,"D5=0_D6=0"
0,1,0,1,1,2,3,1,0,1,5,1,1,3,0,1,1,1,"D1=[0,1,0,1]; D2=[1,2,3]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,1,1,1]",1019,"D5=1_D6=1"
1,0,0,0,1,3,3,0,1,1,3,0,1,2,0,0,1,0,"D1=[1,0,0,0]; D2=[1,3,3]; D3=[0,1,1]; D4=3; D5=0; D6=1; D7=2; D8=[0,0,1,0]",1020,"D5=0_D6=1"
1,0,0,1,3,2,2,1,1,0,5,0,1,2,0,0,1,1,"D1=[1,0,0,1]; D2=[3,2,2]; D3=[1,1,0]; D4=5; D5=0; D6=1; D7=2; D8=[0,0,1,1]",1021,"D5=0_D6=1"
1,0,0,1,2,3,1,1,1,1,2,1,1,2,1,1,0,0,"D1=[1,0,0,1]; D2=[2,3,1]; D3=[1,1,1]; D4=2; D5=1; D6=1; D7=2; D8=[1,1,0,0]",1022,"D5=1_D6=1"
1,0,0,0,1,2,1,1,1,1,1,1,1,2,1,0,1,0,"D1=[1,0,0,0]; D2=[1,2,1]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=2; D8=[1,0,1,0]",1023,"D5=1_D6=1"
1,0,1,0,2,2,1,0,1,0,4,1,1,3,1,0,1,1,"D1=[1,0,1,0]; D2=[2,2,1]; D3=[0,1,0]; D4=4; D5=1; D6=1; D7=3; D8=[1,0,1,1]",1024,"D5=1_D6=1"
1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,"D1=[1,0,0,0]; D2=[1,1,1]; D3=[1,1,0]; D4=1; D5=0; D6=0; D7=1; D8=[1,0,0,1]",1025,"D5=0_D6=0"
1,1,0,0,3,1,3,1,0,1,2,1,1,1,1,1,0,1,"D1=[1,1,0,0]; D2=[3,1,3]; D3=[1,0,1]; D4=2; D5=1; D6=1; D7=1; D8=[1,1,0,1]",1026,"D5=1_D6=1"
0,0,1,0,1,1,2,0,1,0,3,0,1,1,1,0,0,0,"D1=[0,0,1,0]; D2=[1,1,2]; D3=[0,1,0]; D4=3; D5=0; D6=1; D7=1; D8=[1,0,0,0]",1027,"D5=0_D6=1"
0,1,1,1,3,2,1,1,0,1,4,1,1,1,1,1,1,0,"D1=[0,1,1,1]; D2=[3,2,1]; D3=[1,0,1]; D4=4; D5=1; D6=1; D7=1; D8=[1,1,1,0]",1028,"D5=1_D6=1"
0,0,0,1,2,1,1,0,0,1,3,1,1,3,0,0,1,0,"D1=[0,0,0,1]; D2=[2,1,1]; D3=[0,0,1]; D4=3; D5=1; D6=1; D7=3; D8=[0,0,1,0]",1029,"D5=1_D6=1"
1,1,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,0,"D1=[1,1,1,1]; D2=[1,2,2]; D3=[1,0,0]; D4=1; D5=1; D6=1; D7=2; D8=[1,0,1,0]",1030,"D5=1_D6=1"
1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,"D1=[1,0,1,1]; D2=[1,1,3]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=1; D8=[1,1,0,1]",1031,"D5=1_D6=1"
0,0,0,1,1,1,3,0,0,1,1,0,0,3,1,1,1,0,"D1=[0,0,0,1]; D2=[1,1,3]; D3=[0,0,1]; D4=1; D5=0; D6=0; D7=3; D8=[1,1,1,0]",1032,"D5=0_D6=0"
1,0,0,1,1,3,2,1,1,0,5,0,0,1,0,1,1,1,"D1=[1,0,0,1]; D2=[1,3,2]; D3=[1,1,0]; D4=5; D5=0; D6=0; D7=1; D8=[0,1,1,1]",1033,"D5=0_D6=0"
0,0,1,0,1,1,1,1,0,1,1,0,0,2,1,0,0,1,"D1=[0,0,1,0]; D2=[1,1,1]; D3=[1,0,1]; D4=1; D5=0; D6=0; D7=2; D8=[1,0,0,1]",1034,"D5=0_D6=0"
0,0,1,0,1,3,2,1,1,0,4,0,0,2,1,1,1,0,"D1=[0,0,1,0]; D2=[1,3,2]; D3=[1,1,0]; D4=4; D5=0; D6=0; D7=2; D8=[1,1,1,0]",1035,"D5=0_D6=0"
0,1,0,0,2,3,1,0,1,0,3,1,1,1,1,1,0,0,"D1=[0,1,0,0]; D2=[2,3,1]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=1; D8=[1,1,0,0]",1036,"D5=1_D6=1"
0,1,1,0,2,3,2,0,1,0,4,0,0,1,0,0,1,1,"D1=[0,1,1,0]; D2=[2,3,2]; D3=[0,1,0]; D4=4; D5=0; D6=0; D7=1; D8=[0,0,1,1]",1037,"D5=0_D6=0"
1,1,0,0,1,1,3,0,1,0,5,0,0,3,1,1,1,1,"D1=[1,1,0,0]; D2=[1,1,3]; D3=[0,1,0]; D4=5; D5=0; D6=0; D7=3; D8=[1,1,1,1]",1038,"D5=0_D6=0"
1,1,1,0,2,1,1,1,1,1,3,0,1,3,1,1,1,1,"D1=[1,1,1,0]; D2=[2,1,1]; D3=[1,1,1]; D4=3; D5=0; D6=1; D7=3; D8=[1,1,1,1]",1039,"D5=0_D6=1"
0,0,1,0,1,1,3,1,1,1,5,1,1,3,0,1,1,0,"D1=[0,0,1,0]; D2=[1,1,3]; D3=[1,1,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,1,1,0]",1040,"D5=1_D6=1"
0,0,0,1,2,1,1,1,1,0,3,0,1,3,0,1,1,0,"D1=[0,0,0,1]; D2=[2,1,1]; D3=[1,1,0]; D4=3; D5=0; D6=1; D7=3; D8=[0,1,1,0]",1041,"D5=0_D6=1"
0,0,0,1,3,1,1,0,0,1,3,1,1,1,0,1,1,0,"D1=[0,0,0,1]; D2=[3,1,1]; D3=[0,0,1]; D4=3; D5=1; D6=1; D7=1; D8=[0,1,1,0]",1042,"D5=1_D6=1"
1,1,1,0,1,2,1,0,1,0,5,1,1,1,1,1,1,1,"D1=[1,1,1,0]; D2=[1,2,1]; D3=[0,1,0]; D4=5; D5=1; D6=1; D7=1; D8=[1,1,1,1]",1043,"D5=1_D6=1"
1,0,1,1,3,1,3,1,1,0,3,0,0,3,0,1,0,0,"D1=[1,0,1,1]; D2=[3,1,3]; D3=[1,1,0]; D4=3; D5=0; D6=0; D7=3; D8=[0,1,0,0]",1044,"D5=0_D6=0"
0,0,0,1,1,3,2,1,1,0,2,0,0,2,1,1,1,1,"D1=[0,0,0,1]; D2=[1,3,2]; D3=[1,1,0]; D4=2; D5=0; D6=0; D7=2; D8=[1,1,1,1]",1045,"D5=0_D6=0"
1,1,0,1,2,2,2,0,0,1,1,1,1,1,0,0,0,1,"D1=[1,1,0,1]; D2=[2,2,2]; D3=[0,0,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,0,1]",1046,"D5=1_D6=1"
1,0,0,0,2,3,2,0,1,1,4,1,1,2,0,0,1,0,"D1=[1,0,0,0]; D2=[2,3,2]; D3=[0,1,1]; D4=4; D5=1; D6=1; D7=2; D8=[0,0,1,0]",1047,"D5=1_D6=1"
1,0,0,0,2,2,2,0,1,0,3,0,0,2,1,0,0,1,"D1=[1,0,0,0]; D2=[2,2,2]; D3=[0,1,0]; D4=3; D5=0; D6=0; D7=2; D8=[1,0,0,1]",1048,"D5=0_D6=0"
1,1,0,0,3,1,3,1,0,1,5,1,1,2,0,1,0,0,"D1=[1,1,0,0]; D2=[3,1,3]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=2; D8=[0,1,0,0]",1049,"D5=1_D6=1"
0,1,0,0,3,2,1,1,1,1,4,1,1,2,1,0,0,0,"D1=[0,1,0,0]; D2=[3,2,1]; D3=[1,1,1]; D4=4; D5=1; D6=1; D7=2; D8=[1,0,0,0]",1050,"D5=1_D6=1"
0,1,1,0,3,2,1,1,1,0,2,0,1,1,1,0,0,1,"D1=[0,1,1,0]; D2=[3,2,1]; D3=[1,1,0]; D4=2; D5=0; D6=1; D7=1; D8=[1,0,0,1]",1051,"D5=0_D6=1"
1,0,1,0,2,3,2,1,1,0,5,0,0,1,1,0,1,1,"D1=[1,0,1,0]; D2=[2,3,2]; D3=[1,1,0]; D4=5; D5=0; D6=0; D7=1; D8=[1,0,1,1]",1052,"D5=0_D6=0"
1,0,1,1,1,2,3,1,1,1,4,0,0,2,0,0,1,0,"D1=[1,0,1,1]; D2=[1,2,3]; D3=[1,1,1]; D4=4; D5=0; D6=0; D7=2; D8=[0,0,1,0]",1053,"D5=0_D6=0"
1,1,0,1,2,2,1,1,0,1,3,0,1,3,1,0,0,0,"D1=[1,1,0,1]; D2=[2,2,1]; D3=[1,0,1]; D4=3; D5=0; D6=1; D7=3; D8=[1,0,0,0]",1054,"D5=0_D6=1"
0,0,1,1,3,1,2,0,1,1,4,0,0,1,0,1,1,1,"D1=[0,0,1,1]; D2=[3,1,2]; D3=[0,1,1]; D4=4; D5=0; D6=0; D7=1; D8=[0,1,1,1]",1055,"D5=0_D6=0"
1,1,0,0,2,1,1,1,0,1,3,1,1,3,1,0,1,0,"D1=[1,1,0,0]; D2=[2,1,1]; D3=[1,0,1]; D4=3; D5=1; D6=1; D7=3; D8=[1,0,1,0]",1056,"D5=1_D6=1"
1,1,0,1,3,1,1,0,1,1,1,0,1,1,1,1,0,0,"D1=[1,1,0,1]; D2=[3,1,1]; D3=[0,1,1]; D4=1; D5=0; D6=1; D7=1; D8=[1,1,0,0]",1057,"D5=0_D6=1"
0,0,1,0,2,3,3,1,1,0,2,0,1,1,0,1,0,1,"D1=[0,0,1,0]; D2=[2,3,3]; D3=[1,1,0]; D4=2; D5=0; D6=1; D7=1; D8=[0,1,0,1]",1058,"D5=0_D6=1"
0,0,1,0,2,2,1,1,0,1,5,0,0,1,1,0,1,0,"D1=[0,0,1,0]; D2=[2,2,1]; D3=[1,0,1]; D4=5; D5=0; D6=0; D7=1; D8=[1,0,1,0]",1059,"D5=0_D6=0"
0,0,1,1,1,2,3,1,0,0,2,0,1,1,1,0,1,1,"D1=[0,0,1,1]; D2=[1,2,3]; D3=[1,0,0]; D4=2; D5=0; D6=1; D7=1; D8=[1,0,1,1]",1060,"D5=0_D6=1"
1,1,1,0,1,3,3,0,1,0,1,1,1,2,0,0,1,1,"D1=[1,1,1,0]; D2=[1,3,3]; D3=[0,1,0]; D4=1; D5=1; D6=1; D7=2; D8=[0,0,1,1]",1061,"D5=1_D6=1"
0,1,0,1,2,1,3,0,0,1,2,0,1,2,0,1,1,1,"D1=[0,1,0,1]; D2=[2,1,3]; D3=[0,0,1]; D4=2; D5=0; D6=1; D7=2; D8=[0,1,1,1]",1062,"D5=0_D6=1"
0,1,1,0,1,2,2,1,0,1,1,1,1,1,0,0,1,0,"D1=[0,1,1,0]; D2=[1,2,2]; D3=[1,0,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,1,0]",1063,"D5=1_D6=1"
0,1,1,1,2,3,2,1,0,1,1,0,0,3,0,0,0,1,"D1=[0,1,1,1]; D2=[2,3,2]; D3=[1,0,1]; D4=1; D5=0; D6=0; D7=3; D8=[0,0,0,1]",1064,"D5=0_D6=0"
0,1,0,0,1,1,2,0,1,0,1,0,1,1,0,1,1,0,"D1=[0,1,0,0]; D2=[1,1,2]; D3=[0,1,0]; D4=1; D5=0; D6=1; D7=1; D8=[0,1,1,0]",1065,"D5=0_D6=1"
0,0,1,1,3,2,2,1,1,0,2,1,1,2,1,1,0,1,"D1=[0,0,1,1]; D2=[3,2,2]; D3=[1,1,0]; D4=2; D5=1; D6=1; D7=2; D8=[1,1,0,1]",1066,"D5=1_D6=1"
0,0,1,0,1,1,1,0,1,0,1,0,0,2,1,1,1,0,"D1=[0,0,1,0]; D2=[1,1,1]; D3=[0,1,0]; D4=1; D5=0; D6=0; D7=2; D8=[1,1,1,0]",1067,"D5=0_D6=0"
1,0,1,1,3,1,1,1,0,1,2,0,0,1,0,0,1,1,"D1=[1,0,1,1]; D2=[3,1,1]; D3=[1,0,1]; D4=2; D5=0; D6=0; D7=1; D8=[0,0,1,1]",1068,"D5=0_D6=0"
1,1,1,1,1,3,3,0,0,1,3,1,1,2,0,0,0,1,"D1=[1,1,1,1]; D2=[1,3,3]; D3=[0,0,1]; D4=3; D5=1; D6=1; D7=2; D8=[0,0,0,1]",1069,"D5=1_D6=1"
0,0,1,0,1,2,1,1,1,1,5,0,1,1,0,1,1,0,"D1=[0,0,1,0]; D2=[1,2,1]; D3=[1,1,1]; D4=5; D5=0; D6=1; D7=1; D8=[0,1,1,0]",1070,"D5=0_D6=1"
1,1,1,0,3,1,3,1,1,1,3,0,0,1,1,1,0,0,"D1=[1,1,1,0]; D2=[3,1,3]; D3=[1,1,1]; D4=3; D5=0; D6=0; D7=1; D8=[1,1,0,0]",1071,"D5=0_D6=0"
0,1,0,0,2,3,2,1,0,1,1,1,1,1,0,0,1,1,"D1=[0,1,0,0]; D2=[2,3,2]; D3=[1,0,1]; D4=1; D5=1; D6=1; D7=1; D8=[0,0,1,1]",1072,"D5=1_D6=1"
0,0,1,0,2,2,2,0,1,1,5,1,1,2,0,0,1,1,"D1=[0,0,1,0]; D2=[2,2,2]; D3=[0,1,1]; D4=5; D5=1; D6=1; D7=2; D8=[0,0,1,1]",1073,"D5=1_D6=1"
0,1,0,1,2,3,2,0,1,1,2,0,0,3,0,1,0,1,"D1=[0,1,0,1]; D2=[2,3,2]; D3=[0,1,1]; D4=2; D5=0; D6=0; D7=3; D8=[0,1,0,1]",1074,"D5=0_D6=0"
1,0,1,1,1,1,1,0,0,1,5,0,1,2,1,1,1,0,"D1=[1,0,1,1]; D2=[1,1,1]; D3=[0,0,1]; D4=5; D5=0; D6=1; D7=2; D8=[1,1,1,0]",1075,"D5=0_D6=1"
1,0,1,0,3,2,3,1,0,1,5,1,1,3,0,1,0,1,"D1=[1,0,1,0]; D2=[3,2,3]; D3=[1,0,1]; D4=5; D5=1; D6=1; D7=3; D8=[0,1,0,1]",1076,"D5=1_D6=1"
0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,"D1=[0,1,1,1]; D2=[1,1,1]; D3=[1,1,1]; D4=1; D5=1; D6=1; D7=3; D8=[1,1,0,0]",1077,"D5=1_D6=1"
1,1,0,0,2,1,1,0,1,1,3,1,1,1,0,0,0,1,"D1=[1,1,0,0]; D2=[2,1,1]; D3=[0,1,1]; D4=3; D5=1; D6=1; D7=1; D8=[0,0,0,1]",1078,"D5=1_D6=1"
1,0,0,1,1,1,3,1,1,1,5,0,0,3,1,1,1,1,"D1=[1,0,0,1]; D2=[1,1,3]; D3=[1,1,1]; D4=5; D5=0; D6=0; D7=3; D8=[1,1,1,1]",1079,"D5=0_D6=0"
0,1,0,1,1,2,1,1,0,1,4,0,1,2,0,0,0,1,"D1=[0,1,0,1]; D2=[1,2,1]; D3=[1,0,1]; D4=4; D5=0; D6=1; D7=2; D8=[0,0,0,1]",1080,"D5=0_D6=1"
0,1,0,0,1,2,2,0,1,0,2,0,0,2,1,0,0,1,"D1=[0,1,0,0]; D2=[1,2,2]; D3=[0,1,0]; D4=2; D5=0; D6=0; D7=2; D8=[1,0,0,1]",1081,"D5=0_D6=0"
0,0,0,1,3,3,2,1,1,1,5,0,0,2,1,1,1,0,"D1=[0,0,0,1]; D2=[3,3,2]; D3=[1,1,1]; D4=5; D5=0; D6=0; D7=2; D8=[1,1,1,0]",1082,"D5=0_D6=0"
1,0,1,0,1,1,2,0,1,0,3,1,1,2,1,0,1,0,"D1=[1,0,1,0]; D2=[1,1,2]; D3=[0,1,0]; D4=3; D5=1; D6=1; D7=2; D8=[1,0,1,0]",1083,"D5=1_D6=1"
